"dose_def","family","var","label","estimator","estimate","se_analytic","se_boot","d_std","p","q","p_tost","q_tost","class3","n_old","n_new","n_pairs","funnel_ratio","funnel_ratio_supported","funnel_zero_denom","funnel_sparse_gt1","funnel_ncat","exclude_flag","count_exclude","filter_mismatch","nr_routing_flag","routing_followup"
"exact","B_dk","DQ136","w5問36_労働時間36","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2593,930,2508,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ136","w5問36_労働時間36","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",2593,930,2508,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ137","w5問37_労働時間37","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2604,936,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ137","w5問37_労働時間37","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2604,563,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ137","w5問37_労働時間37","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2273,479,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ137","w5問37_労働時間37","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2604,936,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ137","w5問37_労働時間37","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",2604,936,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ138","w5問38_労働時間38","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2605,926,2521,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ138","w5問38_労働時間38","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2605,556,2521,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ138","w5問38_労働時間38","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2281,472,2521,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ138","w5問38_労働時間38","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2605,926,2521,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ138","w5問38_労働時間38","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",2605,926,2521,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ139","w5問39_労働時間39","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2611,921,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ139","w5問39_労働時間39","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2611,556,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ139","w5問39_労働時間39","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2280,475,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ139","w5問39_労働時間39","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2611,921,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ139","w5問39_労働時間39","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",2611,921,2524,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ140","w5問40_労働時間40","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2612,941,2542,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ140","w5問40_労働時間40","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2612,569,2542,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ140","w5問40_労働時間40","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2284,486,2542,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ140","w5問40_労働時間40","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2612,941,2542,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ140","w5問40_労働時間40","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",2612,941,2542,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ02","w5_就業","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ02","w5_就業","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ02","w5_就業","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_dk","DQ43","w5問43_婚姻","naive",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",2682,963,2682,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"exact","B_dk","DQ43","w5問43_婚姻","sm",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",2682,578,2682,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"exact","B_dk","DQ43","w5問43_婚姻","ssm",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",2347,493,2682,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"exact","B_dk","DQ43","w5問43_婚姻","ec",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",2682,963,2682,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"exact","B_dk","DQ43","w5問43_婚姻","ec_adj",0,NA,0,NA,NA,NA,0,NA,"n/a (no variation)",2682,963,2682,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"exact","P_style","pdq_miss_share",NA,"naive",-0.00242,0.00078,0.00075,-0.1182,0.001212,0.001212,1.312e-122,5.246e-122,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_miss_share",NA,"sm",-0.00162,0.00093,0.00102,-0.079,0.1144,0.1144,2.062e-72,8.247e-72,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_miss_share",NA,"ssm",-0.00083,0.001,0.00102,-0.0405,0.4177,0.4177,1.442e-78,5.768e-78,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_miss_share",NA,"ec",-0.00247,0.00083,0.00077,-0.1209,0.001279,0.001705,1.615e-115,6.46e-115,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_miss_share",NA,"ec_adj",-0.00238,NA,0.00077,-0.1165,0.00184,0.00184,1.429e-117,5.716e-117,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_dk_share",NA,"naive",-0.02195,0.00107,0.0011,-0.8297,8.491e-89,3.396e-88,0.9619,0.9619,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_dk_share",NA,"sm",-0.02231,0.00132,0.00117,-0.8434,1.09e-80,4.359e-80,0.9756,0.9756,"affected",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_dk_share",NA,"ssm",-0.02227,0.0014,0.0014,-0.8416,4.952e-57,1.981e-56,0.9473,0.9473,"affected",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_dk_share",NA,"ec",-0.02214,0.00114,0.0011,-0.8369,1.267e-89,5.068e-89,0.9738,0.9738,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_dk_share",NA,"ec_adj",-0.02216,NA,0.0011,-0.8377,1.173e-90,4.693e-90,0.9755,0.9755,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_mid_share",NA,"naive",-0.01472,0.00466,0.00418,-0.1178,0.0004349,0.0005798,0.1033,0.1377,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_mid_share",NA,"sm",-0.01934,0.00568,0.00528,-0.1548,0.0002472,0.0003296,0.4502,0.6003,"affected",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_mid_share",NA,"ssm",-0.02064,0.00612,0.00577,-0.1652,0.0003485,0.0004647,0.5443,0.7257,"affected",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_mid_share",NA,"ec",-0.01379,0.00481,0.00441,-0.1104,0.00177,0.00177,0.07971,0.1594,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_mid_share",NA,"ec_adj",-0.01383,NA,0.00432,-0.1107,0.001385,0.00184,0.07677,0.1535,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_ext_share",NA,"naive",0.01376,0.00419,0.00357,0.1215,0.0001179,0.0002357,0.04029,0.08058,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_ext_share",NA,"sm",0.01779,0.00499,0.00468,0.1571,0.0001451,0.0002901,0.3188,0.6003,"affected",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_ext_share",NA,"ssm",0.01808,0.00525,0.00497,0.1597,0.000276,0.0004647,0.35,0.7,"affected",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_ext_share",NA,"ec",0.01542,0.00416,0.00413,0.1362,0.0001883,0.0003766,0.1339,0.1785,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"exact","P_style","pdq_ext_share",NA,"ec_adj",0.01549,NA,0.00413,0.1368,0.0001731,0.0003462,0.1372,0.1829,"affected",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE
"any","A_substantive","DQ101","w5問1_意識項目1","naive",0.26326,0.03945,0.04204,0.2478,3.8e-10,3.895e-09,0.9999,1,"affected",3961,887,3677,1.23,1.23,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ101","w5問1_意識項目1","sm",0.16233,0.04881,0.05631,0.1528,0.003941,0.01347,0.8405,0.9683,"affected",3961,539,3677,1.23,1.23,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ101","w5問1_意識項目1","ssm",0.18964,0.05292,0.06086,0.1785,0.001833,0.0204,0.9147,0.9496,"affected",3431,458,3677,1.23,1.23,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ101","w5問1_意識項目1","ec",0.23469,0.03975,0.042,0.2209,2.29e-08,2.004e-07,0.9989,1,"affected",3961,887,3677,1.23,1.23,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ101","w5問1_意識項目1","ec_adj",0.23481,NA,0.04186,0.221,2.034e-08,1.78e-07,0.9989,1,"affected",3961,887,3677,1.23,1.23,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ102","w5問2_意識項目2","naive",0.28953,0.0398,0.03885,0.2697,9.172e-14,1.88e-12,1,1,"affected",3965,879,3684,1.413,1.413,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ102","w5問2_意識項目2","sm",0.14565,0.04806,0.05271,0.1357,0.005727,0.01806,0.7663,0.9683,"affected",3965,531,3684,1.413,1.413,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ102","w5問2_意識項目2","ssm",0.15764,0.05114,0.05434,0.1469,0.00372,0.0305,0.8227,0.895,"affected",3445,449,3684,1.413,1.413,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ102","w5問2_意識項目2","ec",0.2616,0.04011,0.04056,0.2437,1.116e-10,1.302e-09,0.9999,1,"affected",3965,879,3684,1.413,1.413,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ102","w5問2_意識項目2","ec_adj",0.26362,NA,0.04124,0.2456,1.636e-10,1.908e-09,0.9999,1,"affected",3965,879,3684,1.413,1.413,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ103","w5問3_意識項目3","naive",0.32255,0.04142,0.04123,0.2939,5.176e-15,2.122e-13,1,1,"affected",3951,888,3661,1.322,1.322,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ103","w5問3_意識項目3","sm",0.17728,0.05228,0.06545,0.1615,0.006757,0.01979,0.8489,0.9683,"affected",3951,525,3661,1.322,1.322,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ103","w5問3_意識項目3","ssm",0.20665,0.05616,0.06684,0.1883,0.00199,0.0204,0.9264,0.9496,"affected",3433,447,3661,1.322,1.322,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ103","w5問3_意識項目3","ec",0.30055,0.04171,0.04117,0.2738,2.878e-13,5.037e-12,1,1,"affected",3951,888,3661,1.322,1.322,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ103","w5問3_意識項目3","ec_adj",0.30139,NA,0.04071,0.2746,1.32e-13,2.311e-12,1,1,"affected",3951,888,3661,1.322,1.322,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ104","w5問4_意識項目4","naive",-0.24511,0.04086,0.03561,-0.2237,5.879e-12,8.034e-11,0.9999,1,"affected",3949,891,3659,1.184,1.184,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ104","w5問4_意識項目4","sm",-0.35636,0.05089,0.04291,-0.3252,9.971e-17,4.088e-15,1,1,"affected",3949,536,3659,1.184,1.184,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ104","w5問4_意識項目4","ssm",-0.34884,0.0547,0.0513,-0.3183,1.048e-11,4.296e-10,1,1,"affected",3432,456,3659,1.184,1.184,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ104","w5問4_意識項目4","ec",-0.27794,0.04112,0.03688,-0.2536,4.805e-14,1.682e-12,1,1,"affected",3949,891,3659,1.184,1.184,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ104","w5問4_意識項目4","ec_adj",-0.27653,NA,0.03672,-0.2524,5.025e-14,1.759e-12,1,1,"affected",3949,891,3659,1.184,1.184,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ105","w5問5_意識項目5","naive",-0.05064,0.03942,0.03522,-0.0472,0.1504,0.6168,0.05373,0.1102,"undetermined",3960,882,3683,1.067,1.067,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ105","w5問5_意識項目5","sm",-0.1872,0.04731,0.03838,-0.1744,1.073e-06,2.199e-05,0.9813,1,"affected",3960,531,3683,1.067,1.067,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ105","w5問5_意識項目5","ssm",-0.15155,0.05109,0.04643,-0.1412,0.001099,0.0204,0.8295,0.895,"affected",3446,456,3683,1.067,1.067,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ105","w5問5_意識項目5","ec",-0.07553,0.0397,0.03652,-0.0704,0.03865,0.2361,0.1919,0.2687,"undetermined",3960,882,3683,1.067,1.067,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ105","w5問5_意識項目5","ec_adj",-0.0749,NA,0.03701,-0.0698,0.04302,0.2509,0.1904,0.2666,"undetermined",3960,882,3683,1.067,1.067,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ106","w5問6_意識項目6","naive",-0.0078,0.04132,0.04345,-0.007,0.8576,0.9503,0.008863,0.03795,"equivalent",3965,871,3699,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ106","w5問6_意識項目6","sm",-0.10848,0.05024,0.054,-0.0979,0.04456,0.07152,0.4827,0.9683,"affected",3965,524,3699,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ106","w5問6_意識項目6","ssm",-0.09014,0.05396,0.05604,-0.0813,0.1077,0.2208,0.3561,0.7598,"undetermined",3450,450,3699,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ106","w5問6_意識項目6","ec",-0.03995,0.04159,0.04337,-0.0361,0.357,0.9966,0.05113,0.08521,"equivalent",3965,871,3699,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ106","w5問6_意識項目6","ec_adj",-0.03902,NA,0.04406,-0.0352,0.3758,0.9938,0.05161,0.08601,"equivalent",3965,871,3699,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ107","w5問7_意識項目7","naive",0.09131,0.03908,0.04001,0.0857,0.02249,0.1537,0.3522,0.4442,"undetermined",3962,885,3673,1.064,1.064,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ107","w5問7_意識項目7","sm",-0.08738,0.04674,0.04351,-0.0821,0.04463,0.07152,0.3302,0.9683,"affected",3962,529,3673,1.064,1.064,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ107","w5問7_意識項目7","ssm",-0.04514,0.0505,0.05213,-0.0424,0.3866,0.4528,0.1196,0.6169,"undetermined",3443,451,3673,1.064,1.064,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ107","w5問7_意識項目7","ec",0.06533,0.03933,0.04083,0.0613,0.1095,0.4792,0.1567,0.2285,"undetermined",3962,885,3673,1.064,1.064,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ107","w5問7_意識項目7","ec_adj",0.06558,NA,0.0405,0.0616,0.1054,0.4611,0.1562,0.2278,"undetermined",3962,885,3673,1.064,1.064,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ108","w5問8_意識項目8","naive",0.02432,0.03996,0.0384,0.0224,0.5265,0.8171,0.01389,0.0441,"equivalent",3988,891,3715,0.947,0.947,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ108","w5問8_意識項目8","sm",-0.12549,0.04848,0.04699,-0.1153,0.00757,0.02069,0.6387,0.9683,"affected",3988,534,3715,0.947,0.947,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ108","w5問8_意識項目8","ssm",-0.04443,0.05253,0.05126,-0.0408,0.3861,0.4528,0.1046,0.6169,"undetermined",3459,456,3715,0.947,0.947,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ108","w5問8_意識項目8","ec",-0.00129,0.04025,0.0386,-0.0012,0.9733,0.9966,0.002669,0.02171,"equivalent",3988,891,3715,0.947,0.947,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ108","w5問8_意識項目8","ec_adj",0.00037,NA,0.03792,3e-04,0.9921,0.9938,0.002122,0.02221,"equivalent",3988,891,3715,0.947,0.947,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ109","w5問9_意識項目9","naive",0.01556,0.04057,0.0424,0.0143,0.7136,0.9093,0.01398,0.0441,"equivalent",3956,880,3674,0.873,0.873,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ109","w5問9_意識項目9","sm",-0.09584,0.05059,0.04776,-0.0881,0.04476,0.07152,0.3935,0.9683,"affected",3956,531,3674,0.873,0.873,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ109","w5問9_意識項目9","ssm",-0.05522,0.0544,0.05315,-0.0508,0.2988,0.3996,0.1569,0.6328,"undetermined",3440,457,3674,0.873,0.873,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ109","w5問9_意識項目9","ec",-0.00027,0.04088,0.04157,-2e-04,0.9949,0.9966,0.004532,0.02171,"equivalent",3956,880,3674,0.873,0.873,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ109","w5問9_意識項目9","ec_adj",-0.00355,NA,0.04231,-0.0033,0.9332,0.9938,0.006453,0.02825,"equivalent",3956,880,3674,0.873,0.873,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ110","w5問10_意識項目10","naive",-0.04935,0.04,0.04652,-0.0457,0.2888,0.8138,0.1039,0.1704,"undetermined",3977,888,3717,0.911,0.911,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ110","w5問10_意識項目10","sm",-0.18749,0.04803,0.05634,-0.1737,0.0008751,0.006578,0.921,0.9683,"affected",3977,538,3717,0.911,0.911,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ110","w5問10_意識項目10","ssm",-0.14818,0.05035,0.05377,-0.1373,0.005856,0.04001,0.7729,0.8803,"affected",3455,461,3717,0.911,0.911,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ110","w5問10_意識項目10","ec",-0.08912,0.04026,0.04648,-0.0826,0.0552,0.276,0.3428,0.4017,"undetermined",3977,888,3717,0.911,0.911,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ110","w5問10_意識項目10","ec_adj",-0.08768,NA,0.04654,-0.0812,0.05959,0.2979,0.3317,0.4003,"undetermined",3977,888,3717,0.911,0.911,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ111","w5問11_意識項目11","naive",0.02875,0.04056,0.03634,0.0264,0.4289,0.8171,0.01356,0.0441,"equivalent",3976,876,3703,0.937,0.937,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ111","w5問11_意識項目11","sm",-0.09268,0.05048,0.05066,-0.085,0.06734,0.09861,0.3733,0.9683,"affected",3976,527,3703,0.937,0.937,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ111","w5問11_意識項目11","ssm",-0.06136,0.05428,0.05325,-0.0563,0.2492,0.365,0.1852,0.6328,"undetermined",3460,451,3703,0.937,0.937,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ111","w5問11_意識項目11","ec",0.00388,0.04084,0.03604,0.0036,0.9142,0.9966,0.001761,0.02171,"equivalent",3976,876,3703,0.937,0.937,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ111","w5問11_意識項目11","ec_adj",0.00348,NA,0.03618,0.0032,0.9233,0.9938,0.001761,0.02221,"equivalent",3976,876,3703,0.937,0.937,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ112","w5問12_意識項目12","naive",-0.00254,0.04046,0.03991,-0.0023,0.9494,0.9733,0.003775,0.03795,"equivalent",3973,882,3708,0.909,0.909,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ112","w5問12_意識項目12","sm",-0.0918,0.04891,0.04923,-0.0841,0.06221,0.09447,0.3622,0.9683,"affected",3973,540,3708,0.909,0.909,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ112","w5問12_意識項目12","ssm",-0.07927,0.0532,0.05321,-0.0726,0.1363,0.254,0.2871,0.7598,"undetermined",3444,462,3708,0.909,0.909,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ112","w5問12_意識項目12","ec",-0.03393,0.0407,0.04089,-0.0311,0.4067,0.9966,0.03287,0.06055,"equivalent",3973,882,3708,0.909,0.909,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ112","w5問12_意識項目12","ec_adj",-0.03441,NA,0.04034,-0.0315,0.3937,0.9938,0.03195,0.06212,"equivalent",3973,882,3708,0.909,0.909,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ113","w5問13_意識項目13","naive",0.01432,0.0399,0.04537,0.0133,0.7522,0.9093,0.02012,0.05892,"equivalent",3959,866,3716,0.995,0.995,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ113","w5問13_意識項目13","sm",-0.08038,0.0488,0.05111,-0.0749,0.1158,0.1583,0.2986,0.9683,"undetermined",3959,526,3716,0.995,0.995,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ113","w5問13_意識項目13","ssm",-0.0416,0.05356,0.05582,-0.0387,0.4562,0.5055,0.1193,0.6169,"undetermined",3436,449,3716,0.995,0.995,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ113","w5問13_意識項目13","ec",-0.01779,0.04019,0.04564,-0.0166,0.6967,0.9966,0.02482,0.05517,"equivalent",3959,866,3716,0.995,0.995,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ113","w5問13_意識項目13","ec_adj",-0.01621,NA,0.04626,-0.0151,0.726,0.9938,0.02436,0.0562,"equivalent",3959,866,3716,0.995,0.995,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ114","w5問14_意識項目14","naive",0.0232,0.04056,0.04528,0.0214,0.6084,0.8909,0.02976,0.06423,"equivalent",3949,873,3671,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ114","w5問14_意識項目14","sm",-0.12294,0.04881,0.04746,-0.1133,0.009591,0.02458,0.6193,0.9683,"affected",3949,527,3671,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
"any","A_substantive","DQ114","w5問14_意識項目14","ssm",-0.09252,0.05209,0.05433,-0.0853,0.08855,0.2136,0.3842,0.7598,"undetermined",3421,452,3671,0.874,0.874,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE
